task,sigma_s,sigma_r,wb,wg,wr,error
c,3,0.2,0.2,0.1,0.7,11789318
c,3,0.2,0.2,0.0,0.8,11398496
c,3,0.2,0.3,0.7,0.0,13201349
c,3,0.2,0.3,0.6,0.1,13139499
c,3,0.2,0.3,0.5,0.2,13039795
c,3,0.2,0.3,0.4,0.3,12903759
c,3,0.2,0.3,0.3,0.4,12699702
c,3,0.2,0.3,0.2,0.5,12482435
c,3,0.2,0.3,0.1,0.6,12219106
c,3,0.2,0.3,0.0,0.7,11907173
c,3,0.2,0.4,0.6,0.0,13233085
c,3,0.2,0.4,0.5,0.1,13172319
c,3,0.2,0.4,0.4,0.2,13089962
c,3,0.2,0.4,0.3,0.3,12952441
c,3,0.2,0.4,0.2,0.4,12783357
c,3,0.2,0.4,0.1,0.5,12574764
c,3,0.2,0.4,0.0,0.6,12317158
c,3,0.2,0.5,0.5,0.0,13252310
c,3,0.2,0.5,0.4,0.1,13211447
c,3,0.2,0.5,0.3,0.2,13119180
c,3,0.2,0.5,0.2,0.3,13016056
c,3,0.2,0.5,0.1,0.4,12866908
c,3,0.2,0.5,0.0,0.5,12656177
c,3,0.2,0.6,0.4,0.0,13276016
c,3,0.2,0.6,0.3,0.1,13230293
c,3,0.2,0.6,0.2,0.2,13172878
c,3,0.2,0.6,0.1,0.3,13072658
c,3,0.2,0.6,0.0,0.4,12923320
c,3,0.2,0.7,0.3,0.0,13301736
c,3,0.2,0.7,0.2,0.1,13263752
c,3,0.2,0.7,0.1,0.2,13196117
c,3,0.2,0.7,0.0,0.3,13121789
c,3,0.2,0.8,0.2,0.0,13314494
c,3,0.2,0.8,0.1,0.1,13292704
c,3,0.2,0.8,0.0,0.2,13228786
c,3,0.2,0.9,0.1,0.0,13336835
c,3,0.2,0.9,0.0,0.1,13317275
c,3,0.2,1.0,0.0,0.0,13340997
