task,sigma_s,sigma_r,wb,wg,wr,error
b,3,0.2,0.4,0.5,0.1,37824760
b,3,0.2,0.4,0.4,0.2,37573778
b,3,0.2,0.4,0.3,0.3,37292882
b,3,0.2,0.4,0.2,0.4,36969809
b,3,0.2,0.4,0.1,0.5,36603331
b,3,0.2,0.4,0.0,0.6,36089969
b,3,0.2,0.5,0.5,0.0,37572235
b,3,0.2,0.5,0.4,0.1,37334614
b,3,0.2,0.5,0.3,0.2,37097442
b,3,0.2,0.5,0.2,0.3,36811010
b,3,0.2,0.5,0.1,0.4,36495566
b,3,0.2,0.5,0.0,0.5,36064342
b,3,0.2,0.6,0.4,0.0,37087902
b,3,0.2,0.6,0.3,0.1,36893205
b,3,0.2,0.6,0.2,0.2,36619869
b,3,0.2,0.6,0.1,0.3,36353222
b,3,0.2,0.6,0.0,0.4,36002942
b,3,0.2,0.7,0.3,0.0,36649180
b,3,0.2,0.7,0.2,0.1,36449905
b,3,0.2,0.7,0.1,0.2,36211111
b,3,0.2,0.7,0.0,0.3,35906498
b,3,0.2,0.8,0.2,0.0,36271824
b,3,0.2,0.8,0.1,0.1,36044459
b,3,0.2,0.8,0.0,0.2,35800632
b,3,0.2,0.9,0.1,0.0,35900500
b,3,0.2,0.9,0.0,0.1,35676781
b,3,0.2,1.0,0.0,0.0,35563775
c,1,0.05,0.0,1.0,0.0,7756454
c,1,0.05,0.0,0.9,0.1,7740244
c,1,0.05,0.0,0.8,0.2,7797388
c,1,0.05,0.0,0.7,0.3,7821462
c,1,0.05,0.0,0.6,0.4,7824114
c,1,0.05,0.0,0.5,0.5,7833314
c,1,0.05,0.0,0.4,0.6,7814952
c,1,0.05,0.0,0.3,0.7,7807055
c,1,0.05,0.0,0.2,0.8,7825959
c,1,0.05,0.0,0.1,0.9,7829881
c,1,0.05,0.0,0.0,1.0,7835492
c,1,0.05,0.1,0.9,0.0,7750516
c,1,0.05,0.1,0.8,0.1,7784022
c,1,0.05,0.1,0.7,0.2,7823164
c,1,0.05,0.1,0.6,0.3,7816140
c,1,0.05,0.1,0.5,0.4,7829599
c,1,0.05,0.1,0.4,0.5,7840648
c,1,0.05,0.1,0.3,0.6,7828725
c,1,0.05,0.1,0.2,0.7,7845778
c,1,0.05,0.1,0.1,0.8,7885346
c,1,0.05,0.1,0.0,0.9,7836929
c,1,0.05,0.2,0.8,0.0,7794645
c,1,0.05,0.2,0.7,0.1,7807510
c,1,0.05,0.2,0.6,0.2,7818915
c,1,0.05,0.2,0.5,0.3,7850004
c,1,0.05,0.2,0.4,0.4,7847185
c,1,0.05,0.2,0.3,0.5,7846555
c,1,0.05,0.2,0.2,0.6,7868073
c,1,0.05,0.2,0.1,0.7,7905812
c,1,0.05,0.2,0.0,0.8,7902598
c,1,0.05,0.3,0.7,0.0,7822957
c,1,0.05,0.3,0.6,0.1,7831320
c,1,0.05,0.3,0.5,0.2,7855935
c,1,0.05,0.3,0.4,0.3,7857874
c,1,0.05,0.3,0.3,0.4,7867904
c,1,0.05,0.3,0.2,0.5,7907056
c,1,0.05,0.3,0.1,0.6,7911578
c,1,0.05,0.3,0.0,0.7,7907525
c,1,0.05,0.4,0.6,0.0,7858879
c,1,0.05,0.4,0.5,0.1,7866451
c,1,0.05,0.4,0.4,0.2,7888965
c,1,0.05,0.4,0.3,0.3,7905048
c,1,0.05,0.4,0.2,0.4,7928185
c,1,0.05,0.4,0.1,0.5,7953665
c,1,0.05,0.4,0.0,0.6,7944281
c,1,0.05,0.5,0.5,0.0,7904584
c,1,0.05,0.5,0.4,0.1,7923391
c,1,0.05,0.5,0.3,0.2,7908933
c,1,0.05,0.5,0.2,0.3,7966518
c,1,0.05,0.5,0.1,0.4,7993769
c,1,0.05,0.5,0.0,0.5,7989730
c,1,0.05,0.6,0.4,0.0,7908415
c,1,0.05,0.6,0.3,0.1,7938107
c,1,0.05,0.6,0.2,0.2,8005303
c,1,0.05,0.6,0.1,0.3,8035814
c,1,0.05,0.6,0.0,0.4,8019740
c,1,0.05,0.7,0.3,0.0,7920467
c,1,0.05,0.7,0.2,0.1,7987017
c,1,0.05,0.7,0.1,0.2,8043677
c,1,0.05,0.7,0.0,0.3,8057411
c,1,0.05,0.8,0.2,0.0,7980786
c,1,0.05,0.8,0.1,0.1,8041489
c,1,0.05,0.8,0.0,0.2,8064694
c,1,0.05,0.9,0.1,0.0,8034750
c,1,0.05,0.9,0.0,0.1,8067208
c,1,0.05,1.0,0.0,0.0,8091857
c,1,0.1,0.0,1.0,0.0,9262124
c,1,0.1,0.0,0.9,0.1,9274166
c,1,0.1,0.0,0.8,0.2,9360264
c,1,0.1,0.0,0.7,0.3,9399826
c,1,0.1,0.0,0.6,0.4,9438469
c,1,0.1,0.0,0.5,0.5,9484363
c,1,0.1,0.0,0.4,0.6,9496953
c,1,0.1,0.0,0.3,0.7,9505077
c,1,0.1,0.0,0.2,0.8,9479375
c,1,0.1,0.0,0.1,0.9,9466844
c,1,0.1,0.0,0.0,1.0,9436040
c,1,0.1,0.1,0.9,0.0,9310288
c,1,0.1,0.1,0.8,0.1,9383132
c,1,0.1,0.1,0.7,0.2,9444525
c,1,0.1,0.1,0.6,0.3,9471013
c,1,0.1,0.1,0.5,0.4,9535339
c,1,0.1,0.1,0.4,0.5,9578989
c,1,0.1,0.1,0.3,0.6,9561626
c,1,0.1,0.1,0.2,0.7,9577563
c,1,0.1,0.1,0.1,0.8,9532527
c,1,0.1,0.1,0.0,0.9,9492848
c,1,0.1,0.2,0.8,0.0,9397404
c,1,0.1,0.2,0.7,0.1,9424591
c,1,0.1,0.2,0.6,0.2,9497083
c,1,0.1,0.2,0.5,0.3,9560140
c,1,0.1,0.2,0.4,0.4,9619204
c,1,0.1,0.2,0.3,0.5,9620074
c,1,0.1,0.2,0.2,0.6,9638031
c,1,0.1,0.2,0.1,0.7,9606814
c,1,0.1,0.2,0.0,0.8,9586936
c,1,0.1,0.3,0.7,0.0,9450147
c,1,0.1,0.3,0.6,0.1,9489107
c,1,0.1,0.3,0.5,0.2,9556235
c,1,0.1,0.3,0.4,0.3,9623448
c,1,0.1,0.3,0.3,0.4,9649969
c,1,0.1,0.3,0.2,0.5,9672752
c,1,0.1,0.3,0.1,0.6,9638669
c,1,0.1,0.3,0.0,0.7,9627807
c,1,0.1,0.4,0.6,0.0,9488450
c,1,0.1,0.4,0.5,0.1,9537433
c,1,0.1,0.4,0.4,0.2,9607254
c,1,0.1,0.4,0.3,0.3,9644251
c,1,0.1,0.4,0.2,0.4,9669893
c,1,0.1,0.4,0.1,0.5,9680411
c,1,0.1,0.4,0.0,0.6,9673911
c,1,0.1,0.5,0.5,0.0,9561156
c,1,0.1,0.5,0.4,0.1,9606023
c,1,0.1,0.5,0.3,0.2,9628623
c,1,0.1,0.5,0.2,0.3,9656565
c,1,0.1,0.5,0.1,0.4,9679387
c,1,0.1,0.5,0.0,0.5,9685788
c,1,0.1,0.6,0.4,0.0,9593858
c,1,0.1,0.6,0.3,0.1,9611449
c,1,0.1,0.6,0.2,0.2,9629815
c,1,0.1,0.6,0.1,0.3,9652306
c,1,0.1,0.6,0.0,0.4,9665847
c,1,0.1,0.7,0.3,0.0,9589011
c,1,0.1,0.7,0.2,0.1,9608208
c,1,0.1,0.7,0.1,0.2,9625124
c,1,0.1,0.7,0.0,0.3,9647442
c,1,0.1,0.8,0.2,0.0,9607937
c,1,0.1,0.8,0.1,0.1,9598944
c,1,0.1,0.8,0.0,0.2,9631368
c,1,0.1,0.9,0.1,0.0,9575754
c,1,0.1,0.9,0.0,0.1,9593534
c,1,0.1,1.0,0.0,0.0,9589345
c,1,0.2,0.0,1.0,0.0,10154570
c,1,0.2,0.0,0.9,0.1,10206394
c,1,0.2,0.0,0.8,0.2,10268453
c,1,0.2,0.0,0.7,0.3,10320134
c,1,0.2,0.0,0.6,0.4,10348489
c,1,0.2,0.0,0.5,0.5,10408418
c,1,0.2,0.0,0.4,0.6,10413320
c,1,0.2,0.0,0.3,0.7,10429946
c,1,0.2,0.0,0.2,0.8,10435994
c,1,0.2,0.0,0.1,0.9,10436873
c,1,0.2,0.0,0.0,1.0,10453666
c,1,0.2,0.1,0.9,0.0,10245391
c,1,0.2,0.1,0.8,0.1,10306381
c,1,0.2,0.1,0.7,0.2,10363060
c,1,0.2,0.1,0.6,0.3,10399183
c,1,0.2,0.1,0.5,0.4,10446574
c,1,0.2,0.1,0.4,0.5,10469991
c,1,0.2,0.1,0.3,0.6,10473742
c,1,0.2,0.1,0.2,0.7,10514981
c,1,0.2,0.1,0.1,0.8,10512997
c,1,0.2,0.1,0.0,0.9,10513201
c,1,0.2,0.2,0.8,0.0,10329683
c,1,0.2,0.2,0.7,0.1,10378644
c,1,0.2,0.2,0.6,0.2,10437911
c,1,0.2,0.2,0.5,0.3,10468112
c,1,0.2,0.2,0.4,0.4,10514869
c,1,0.2,0.2,0.3,0.5,10518543
c,1,0.2,0.2,0.2,0.6,10548783
c,1,0.2,0.2,0.1,0.7,10570233
c,1,0.2,0.2,0.0,0.8,10576763
c,1,0.2,0.3,0.7,0.0,10392354
c,1,0.2,0.3,0.6,0.1,10446787
c,1,0.2,0.3,0.5,0.2,10483642
c,1,0.2,0.3,0.4,0.3,10530213
c,1,0.2,0.3,0.3,0.4,10557601
c,1,0.2,0.3,0.2,0.5,10576057
c,1,0.2,0.3,0.1,0.6,10599764
c,1,0.2,0.3,0.0,0.7,10614158
c,1,0.2,0.4,0.6,0.0,10448635
c,1,0.2,0.4,0.5,0.1,10486865
c,1,0.2,0.4,0.4,0.2,10526709
c,1,0.2,0.4,0.3,0.3,10565182
c,1,0.2,0.4,0.2,0.4,10598256
c,1,0.2,0.4,0.1,0.5,10623512
c,1,0.2,0.4,0.0,0.6,10647092
c,1,0.2,0.5,0.5,0.0,10478686
c,1,0.2,0.5,0.4,0.1,10534688
c,1,0.2,0.5,0.3,0.2,10550742
c,1,0.2,0.5,0.2,0.3,10593845
c,1,0.2,0.5,0.1,0.4,10608154
c,1,0.2,0.5,0.0,0.5,10652498
c,1,0.2,0.6,0.4,0.0,10504129
c,1,0.2,0.6,0.3,0.1,10533038
c,1,0.2,0.6,0.2,0.2,10576411
c,1,0.2,0.6,0.1,0.3,10612124
c,1,0.2,0.6,0.0,0.4,10637900
c,1,0.2,0.7,0.3,0.0,10491452
c,1,0.2,0.7,0.2,0.1,10539375
c,1,0.2,0.7,0.1,0.2,10571342
c,1,0.2,0.7,0.0,0.3,10601734
c,1,0.2,0.8,0.2,0.0,10503545
c,1,0.2,0.8,0.1,0.1,10526290
c,1,0.2,0.8,0.0,0.2,10558060
c,1,0.2,0.9,0.1,0.0,10476916
c,1,0.2,0.9,0.0,0.1,10509867
c,1,0.2,1.0,0.0,0.0,10431591
c,2,0.05,0.0,1.0,0.0,8894013
c,2,0.05,0.0,0.9,0.1,8901458
c,2,0.05,0.0,0.8,0.2,8936780
c,2,0.05,0.0,0.7,0.3,8952222
c,2,0.05,0.0,0.6,0.4,8977282
c,2,0.05,0.0,0.5,0.5,9010660
c,2,0.05,0.0,0.4,0.6,9056469
c,2,0.05,0.0,0.3,0.7,9038258
c,2,0.05,0.0,0.2,0.8,9053068
c,2,0.05,0.0,0.1,0.9,9108908
c,2,0.05,0.0,0.0,1.0,9120415
c,2,0.05,0.1,0.9,0.0,8898119
c,2,0.05,0.1,0.8,0.1,8908280
c,2,0.05,0.1,0.7,0.2,8942784
c,2,0.05,0.1,0.6,0.3,8956092
c,2,0.05,0.1,0.5,0.4,8956547
c,2,0.05,0.1,0.4,0.5,9014931
c,2,0.05,0.1,0.3,0.6,8994478
c,2,0.05,0.1,0.2,0.7,9105805
c,2,0.05,0.1,0.1,0.8,9161301
c,2,0.05,0.1,0.0,0.9,9140062
c,2,0.05,0.2,0.8,0.0,8893388
c,2,0.05,0.2,0.7,0.1,8945231
c,2,0.05,0.2,0.6,0.2,8930186
c,2,0.05,0.2,0.5,0.3,8974043
c,2,0.05,0.2,0.4,0.4,8989446
c,2,0.05,0.2,0.3,0.5,8975789
c,2,0.05,0.2,0.2,0.6,9041555
c,2,0.05,0.2,0.1,0.7,9107704
c,2,0.05,0.2,0.0,0.8,9198880
c,2,0.05,0.3,0.7,0.0,8933093
c,2,0.05,0.3,0.6,0.1,8935526
c,2,0.05,0.3,0.5,0.2,8982187
c,2,0.05,0.3,0.4,0.3,8990411
c,2,0.05,0.3,0.3,0.4,9004612
c,2,0.05,0.3,0.2,0.5,9033983
c,2,0.05,0.3,0.1,0.6,9074490
c,2,0.05,0.3,0.0,0.7,9097994
c,2,0.05,0.4,0.6,0.0,8912524
c,2,0.05,0.4,0.5,0.1,8947517
c,2,0.05,0.4,0.4,0.2,8977991
c,2,0.05,0.4,0.3,0.3,8997155
c,2,0.05,0.4,0.2,0.4,9019681
c,2,0.05,0.4,0.1,0.5,9093670
c,2,0.05,0.4,0.0,0.6,9105731
c,2,0.05,0.5,0.5,0.0,8911702
c,2,0.05,0.5,0.4,0.1,8951998
c,2,0.05,0.5,0.3,0.2,8972592
c,2,0.05,0.5,0.2,0.3,9034720
c,2,0.05,0.5,0.1,0.4,9084181
c,2,0.05,0.5,0.0,0.5,9118498
c,2,0.05,0.6,0.4,0.0,8884440
c,2,0.05,0.6,0.3,0.1,8966988
c,2,0.05,0.6,0.2,0.2,9020601
c,2,0.05,0.6,0.1,0.3,9101937
c,2,0.05,0.6,0.0,0.4,9121591
c,2,0.05,0.7,0.3,0.0,8911533
c,2,0.05,0.7,0.2,0.1,8980355
c,2,0.05,0.7,0.1,0.2,9075711
c,2,0.05,0.7,0.0,0.3,9143638
c,2,0.05,0.8,0.2,0.0,8990242
c,2,0.05,0.8,0.1,0.1,9061488
c,2,0.05,0.8,0.0,0.2,9148061
c,2,0.05,0.9,0.1,0.0,9065027
c,2,0.05,0.9,0.0,0.1,9152720
c,2,0.05,1.0,0.0,0.0,9202041
c,2,0.1,0.0,1.0,0.0,10513587
c,2,0.1,0.0,0.9,0.1,10537003
c,2,0.1,0.0,0.8,0.2,10608478
c,2,0.1,0.0,0.7,0.3,10673475
c,2,0.1,0.0,0.6,0.4,10745139
c,2,0.1,0.0,0.5,0.5,10817315
c,2,0.1,0.0,0.4,0.6,10814293
c,2,0.1,0.0,0.3,0.7,10810960
c,2,0.1,0.0,0.2,0.8,10800464
c,2,0.1,0.0,0.1,0.9,10741774
c,2,0.1,0.0,0.0,1.0,10697576
c,2,0.1,0.1,0.9,0.0,10506525
c,2,0.1,0.1,0.8,0.1,10598406
c,2,0.1,0.1,0.7,0.2,10705792
c,2,0.1,0.1,0.6,0.3,10787114
c,2,0.1,0.1,0.5,0.4,10868527
c,2,0.1,0.1,0.4,0.5,10928515
c,2,0.1,0.1,0.3,0.6,10918577
c,2,0.1,0.1,0.2,0.7,10924266
c,2,0.1,0.1,0.1,0.8,10865982
c,2,0.1,0.1,0.0,0.9,10806847
c,2,0.1,0.2,0.8,0.0,10549576
c,2,0.1,0.2,0.7,0.1,10627772
c,2,0.1,0.2,0.6,0.2,10763569
c,2,0.1,0.2,0.5,0.3,10858129
c,2,0.1,0.2,0.4,0.4,10922617
c,2,0.1,0.2,0.3,0.5,10954161
c,2,0.1,0.2,0.2,0.6,11002377
c,2,0.1,0.2,0.1,0.7,10983777
c,2,0.1,0.2,0.0,0.8,10926483
c,2,0.1,0.3,0.7,0.0,10574878
c,2,0.1,0.3,0.6,0.1,10666720
c,2,0.1,0.3,0.5,0.2,10757425
c,2,0.1,0.3,0.4,0.3,10857368
c,2,0.1,0.3,0.3,0.4,10932400
c,2,0.1,0.3,0.2,0.5,11010311
c,2,0.1,0.3,0.1,0.6,10986827
c,2,0.1,0.3,0.0,0.7,10985063
c,2,0.1,0.4,0.6,0.0,10620516
c,2,0.1,0.4,0.5,0.1,10692887
c,2,0.1,0.4,0.4,0.2,10765444
c,2,0.1,0.4,0.3,0.3,10823411
c,2,0.1,0.4,0.2,0.4,10933924
c,2,0.1,0.4,0.1,0.5,10973640
c,2,0.1,0.4,0.0,0.6,11010932
c,2,0.1,0.5,0.5,0.0,10654476
c,2,0.1,0.5,0.4,0.1,10697837
c,2,0.1,0.5,0.3,0.2,10742903
c,2,0.1,0.5,0.2,0.3,10821031
c,2,0.1,0.5,0.1,0.4,10873380
c,2,0.1,0.5,0.0,0.5,10910852
c,2,0.1,0.6,0.4,0.0,10638739
c,2,0.1,0.6,0.3,0.1,10667864
c,2,0.1,0.6,0.2,0.2,10735344
c,2,0.1,0.6,0.1,0.3,10780029
c,2,0.1,0.6,0.0,0.4,10809872
c,2,0.1,0.7,0.3,0.0,10606840
c,2,0.1,0.7,0.2,0.1,10685180
c,2,0.1,0.7,0.1,0.2,10713721
c,2,0.1,0.7,0.0,0.3,10748535
c,2,0.1,0.8,0.2,0.0,10639821
c,2,0.1,0.8,0.1,0.1,10673298
c,2,0.1,0.8,0.0,0.2,10687765
c,2,0.1,0.9,0.1,0.0,10625711
c,2,0.1,0.9,0.0,0.1,10649395
c,2,0.1,1.0,0.0,0.0,10638564
c,2,0.2,0.0,1.0,0.0,10916353
c,2,0.2,0.0,0.9,0.1,10971349
c,2,0.2,0.0,0.8,0.2,11047007
c,2,0.2,0.0,0.7,0.3,11128347
c,2,0.2,0.0,0.6,0.4,11196535
c,2,0.2,0.0,0.5,0.5,11277334
c,2,0.2,0.0,0.4,0.6,11316561
c,2,0.2,0.0,0.3,0.7,11350748
c,2,0.2,0.0,0.2,0.8,11388088
c,2,0.2,0.0,0.1,0.9,11408767
c,2,0.2,0.0,0.0,1.0,11419544
c,2,0.2,0.1,0.9,0.0,10936192
c,2,0.2,0.1,0.8,0.1,11014350
c,2,0.2,0.1,0.7,0.2,11095042
c,2,0.2,0.1,0.6,0.3,11178871
c,2,0.2,0.1,0.5,0.4,11251959
c,2,0.2,0.1,0.4,0.5,11322240
c,2,0.2,0.1,0.3,0.6,11355699
c,2,0.2,0.1,0.2,0.7,11404802
c,2,0.2,0.1,0.1,0.8,11426410
c,2,0.2,0.1,0.0,0.9,11432434
c,2,0.2,0.2,0.8,0.0,10964762
c,2,0.2,0.2,0.7,0.1,11045364
c,2,0.2,0.2,0.6,0.2,11129639
c,2,0.2,0.2,0.5,0.3,11207812
c,2,0.2,0.2,0.4,0.4,11276860
c,2,0.2,0.2,0.3,0.5,11344828
c,2,0.2,0.2,0.2,0.6,11409326
c,2,0.2,0.2,0.1,0.7,11437414
c,2,0.2,0.2,0.0,0.8,11448592
c,2,0.2,0.3,0.7,0.0,10947959
c,2,0.2,0.3,0.6,0.1,11067554
c,2,0.2,0.3,0.5,0.2,11151520
c,2,0.2,0.3,0.4,0.3,11225184
c,2,0.2,0.3,0.3,0.4,11293355
c,2,0.2,0.3,0.2,0.5,11360300
c,2,0.2,0.3,0.1,0.6,11403958
c,2,0.2,0.3,0.0,0.7,11433003
c,2,0.2,0.4,0.6,0.0,10951572
c,2,0.2,0.4,0.5,0.1,11042817
c,2,0.2,0.4,0.4,0.2,11142067
c,2,0.2,0.4,0.3,0.3,11230495
c,2,0.2,0.4,0.2,0.4,11303032
c,2,0.2,0.4,0.1,0.5,11366405
c,2,0.2,0.4,0.0,0.6,11398038
c,2,0.2,0.5,0.5,0.0,10929443
c,2,0.2,0.5,0.4,0.1,11019725
c,2,0.2,0.5,0.3,0.2,11110095
c,2,0.2,0.5,0.2,0.3,11199383
c,2,0.2,0.5,0.1,0.4,11288218
c,2,0.2,0.5,0.0,0.5,11340426
c,2,0.2,0.6,0.4,0.0,10919611
c,2,0.2,0.6,0.3,0.1,11008065
c,2,0.2,0.6,0.2,0.2,11085129
c,2,0.2,0.6,0.1,0.3,11161460
c,2,0.2,0.6,0.0,0.4,11210461
c,2,0.2,0.7,0.3,0.0,10883642
c,2,0.2,0.7,0.2,0.1,10978394
c,2,0.2,0.7,0.1,0.2,11038270
c,2,0.2,0.7,0.0,0.3,11098890
c,2,0.2,0.8,0.2,0.0,10874762
c,2,0.2,0.8,0.1,0.1,10914444
c,2,0.2,0.8,0.0,0.2,10979679
c,2,0.2,0.9,0.1,0.0,10822794
c,2,0.2,0.9,0.0,0.1,10869664
c,2,0.2,1.0,0.0,0.0,10806142
c,3,0.05,0.0,1.0,0.0,9364869
c,3,0.05,0.0,0.9,0.1,9318377
c,3,0.05,0.0,0.8,0.2,9368424
c,3,0.05,0.0,0.7,0.3,9351776
c,3,0.05,0.0,0.6,0.4,9350247
c,3,0.05,0.0,0.5,0.5,9378216
c,3,0.05,0.0,0.4,0.6,9423207
c,3,0.05,0.0,0.3,0.7,9377619
c,3,0.05,0.0,0.2,0.8,9398714
c,3,0.05,0.0,0.1,0.9,9454686
c,3,0.05,0.0,0.0,1.0,9484853
c,3,0.05,0.1,0.9,0.0,9318629
c,3,0.05,0.1,0.8,0.1,9325358
c,3,0.05,0.1,0.7,0.2,9327344
c,3,0.05,0.1,0.6,0.3,9294547
c,3,0.05,0.1,0.5,0.4,9293883
c,3,0.05,0.1,0.4,0.5,9298277
c,3,0.05,0.1,0.3,0.6,9291264
c,3,0.05,0.1,0.2,0.7,9406850
c,3,0.05,0.1,0.1,0.8,9482635
c,3,0.05,0.1,0.0,0.9,9518237
c,3,0.05,0.2,0.8,0.0,9315684
c,3,0.05,0.2,0.7,0.1,9366246
c,3,0.05,0.2,0.6,0.2,9331269
c,3,0.05,0.2,0.5,0.3,9329155
c,3,0.05,0.2,0.4,0.4,9301345
c,3,0.05,0.2,0.3,0.5,9273200
c,3,0.05,0.2,0.2,0.6,9332941
c,3,0.05,0.2,0.1,0.7,9386520
c,3,0.05,0.2,0.0,0.8,9584448
c,3,0.05,0.3,0.7,0.0,9370396
c,3,0.05,0.3,0.6,0.1,9345136
c,3,0.05,0.3,0.5,0.2,9317261
c,3,0.05,0.3,0.4,0.3,9311897
c,3,0.05,0.3,0.3,0.4,9295032
c,3,0.05,0.3,0.2,0.5,9341697
c,3,0.05,0.3,0.1,0.6,9365469
c,3,0.05,0.3,0.0,0.7,9463563
c,3,0.05,0.4,0.6,0.0,9317095
c,3,0.05,0.4,0.5,0.1,9321094
c,3,0.05,0.4,0.4,0.2,9305337
c,3,0.05,0.4,0.3,0.3,9306553
c,3,0.05,0.4,0.2,0.4,9333291
c,3,0.05,0.4,0.1,0.5,9377087
c,3,0.05,0.4,0.0,0.6,9437894
c,3,0.05,0.5,0.5,0.0,9281994
c,3,0.05,0.5,0.4,0.1,9302665
c,3,0.05,0.5,0.3,0.2,9310929
c,3,0.05,0.5,0.2,0.3,9333586
c,3,0.05,0.5,0.1,0.4,9391901
c,3,0.05,0.5,0.0,0.5,9452067
c,3,0.05,0.6,0.4,0.0,9236640
c,3,0.05,0.6,0.3,0.1,9276577
c,3,0.05,0.6,0.2,0.2,9333305
c,3,0.05,0.6,0.1,0.3,9389310
c,3,0.05,0.6,0.0,0.4,9490888
c,3,0.05,0.7,0.3,0.0,9252448
c,3,0.05,0.7,0.2,0.1,9301719
c,3,0.05,0.7,0.1,0.2,9381092
c,3,0.05,0.7,0.0,0.3,9479468
c,3,0.05,0.8,0.2,0.0,9308892
c,3,0.05,0.8,0.1,0.1,9406678
c,3,0.05,0.8,0.0,0.2,9506225
c,3,0.05,0.9,0.1,0.0,9431251
c,3,0.05,0.9,0.0,0.1,9529678
c,3,0.05,1.0,0.0,0.0,9584682
c,3,0.1,0.0,1.0,0.0,11108964
c,3,0.1,0.0,0.9,0.1,11153176
c,3,0.1,0.0,0.8,0.2,11207537
c,3,0.1,0.0,0.7,0.3,11264065
c,3,0.1,0.0,0.6,0.4,11343051
c,3,0.1,0.0,0.5,0.5,11371985
c,3,0.1,0.0,0.4,0.6,11345503
c,3,0.1,0.0,0.3,0.7,11334267
c,3,0.1,0.0,0.2,0.8,11278929
c,3,0.1,0.0,0.1,0.9,11184879
c,3,0.1,0.0,0.0,1.0,11136475
c,3,0.1,0.1,0.9,0.0,11035837
c,3,0.1,0.1,0.8,0.1,11156777
c,3,0.1,0.1,0.7,0.2,11304365
c,3,0.1,0.1,0.6,0.3,11384545
c,3,0.1,0.1,0.5,0.4,11437398
c,3,0.1,0.1,0.4,0.5,11465553
c,3,0.1,0.1,0.3,0.6,11429159
c,3,0.1,0.1,0.2,0.7,11417943
c,3,0.1,0.1,0.1,0.8,11335290
c,3,0.1,0.1,0.0,0.9,11277793
c,3,0.1,0.2,0.8,0.0,11054734
c,3,0.1,0.2,0.7,0.1,11162624
c,3,0.1,0.2,0.6,0.2,11299877
c,3,0.1,0.2,0.5,0.3,11371908
c,3,0.1,0.2,0.4,0.4,11445623
c,3,0.1,0.2,0.3,0.5,11464337
c,3,0.1,0.2,0.2,0.6,11480149
c,3,0.1,0.2,0.1,0.7,11456222
c,3,0.1,0.2,0.0,0.8,11423430
c,3,0.1,0.3,0.7,0.0,11139050
c,3,0.1,0.3,0.6,0.1,11211543
c,3,0.1,0.3,0.5,0.2,11278074
c,3,0.1,0.3,0.4,0.3,11354905
c,3,0.1,0.3,0.3,0.4,11406590
c,3,0.1,0.3,0.2,0.5,11462712
c,3,0.1,0.3,0.1,0.6,11515570
c,3,0.1,0.3,0.0,0.7,11515606
c,3,0.1,0.4,0.6,0.0,11169391
c,3,0.1,0.4,0.5,0.1,11213361
c,3,0.1,0.4,0.4,0.2,11270871
c,3,0.1,0.4,0.3,0.3,11287884
c,3,0.1,0.4,0.2,0.4,11365333
c,3,0.1,0.4,0.1,0.5,11439719
c,3,0.1,0.4,0.0,0.6,11513847
c,3,0.1,0.5,0.5,0.0,11153464
c,3,0.1,0.5,0.4,0.1,11204589
c,3,0.1,0.5,0.3,0.2,11209423
c,3,0.1,0.5,0.2,0.3,11246662
c,3,0.1,0.5,0.1,0.4,11323994
c,3,0.1,0.5,0.0,0.5,11391232
c,3,0.1,0.6,0.4,0.0,11134686
c,3,0.1,0.6,0.3,0.1,11110029
c,3,0.1,0.6,0.2,0.2,11165718
c,3,0.1,0.6,0.1,0.3,11241437
c,3,0.1,0.6,0.0,0.4,11259995
c,3,0.1,0.7,0.3,0.0,11021730
c,3,0.1,0.7,0.2,0.1,11083912
c,3,0.1,0.7,0.1,0.2,11156801
c,3,0.1,0.7,0.0,0.3,11181433
c,3,0.1,0.8,0.2,0.0,11018842
c,3,0.1,0.8,0.1,0.1,11090135
c,3,0.1,0.8,0.0,0.2,11120695
c,3,0.1,0.9,0.1,0.0,11033372
c,3,0.1,0.9,0.0,0.1,11080147
c,3,0.1,1.0,0.0,0.0,11056397
c,3,0.2,0.0,1.0,0.0,11267833
c,3,0.2,0.0,0.9,0.1,11318064
c,3,0.2,0.0,0.8,0.2,11416287
c,3,0.2,0.0,0.7,0.3,11542542
c,3,0.2,0.0,0.6,0.4,11626135
c,3,0.2,0.0,0.5,0.5,11677246
c,3,0.2,0.0,0.4,0.6,11715622
c,3,0.2,0.0,0.3,0.7,11755126
c,3,0.2,0.0,0.2,0.8,11788701
c,3,0.2,0.0,0.1,0.9,11805253
c,3,0.2,0.0,0.0,1.0,11796016
c,3,0.2,0.1,0.9,0.0,11215534
c,3,0.2,0.1,0.8,0.1,11333689
c,3,0.2,0.1,0.7,0.2,11481829
c,3,0.2,0.1,0.6,0.3,11578051
c,3,0.2,0.1,0.5,0.4,11634493
c,3,0.2,0.1,0.4,0.5,11698337
c,3,0.2,0.1,0.3,0.6,11734392
c,3,0.2,0.1,0.2,0.7,11784431
c,3,0.2,0.1,0.1,0.8,11800847
c,3,0.2,0.1,0.0,0.9,11784683
c,3,0.2,0.2,0.8,0.0,11181420
c,3,0.2,0.2,0.7,0.1,11329504
c,3,0.2,0.2,0.6,0.2,11455412
c,3,0.2,0.2,0.5,0.3,11551768
c,3,0.2,0.2,0.4,0.4,11624467
c,3,0.2,0.2,0.3,0.5,11692382
