task,sigma_s,sigma_r,wb,wg,wr,error
c,3,0.2,0.2,0.5,0.3,15602151
c,3,0.2,0.2,0.4,0.4,15593693
c,3,0.2,0.2,0.3,0.5,15561358
c,3,0.2,0.2,0.2,0.6,15539268
c,3,0.2,0.2,0.1,0.7,15482477
c,3,0.2,0.2,0.0,0.8,15396683
c,3,0.2,0.3,0.7,0.0,15720836
c,3,0.2,0.3,0.6,0.1,15752848
c,3,0.2,0.3,0.5,0.2,15766480
c,3,0.2,0.3,0.4,0.3,15771617
c,3,0.2,0.3,0.3,0.4,15763184
c,3,0.2,0.3,0.2,0.5,15740155
c,3,0.2,0.3,0.1,0.6,15702568
c,3,0.2,0.3,0.0,0.7,15651477
c,3,0.2,0.4,0.6,0.0,15872534
c,3,0.2,0.4,0.5,0.1,15909736
c,3,0.2,0.4,0.4,0.2,15907997
c,3,0.2,0.4,0.3,0.3,15913688
c,3,0.2,0.4,0.2,0.4,15896451
c,3,0.2,0.4,0.1,0.5,15870602
c,3,0.2,0.4,0.0,0.6,15839486
c,3,0.2,0.5,0.5,0.0,16010393
c,3,0.2,0.5,0.4,0.1,16044785
c,3,0.2,0.5,0.3,0.2,16047391
c,3,0.2,0.5,0.2,0.3,16047148
c,3,0.2,0.5,0.1,0.4,16024424
c,3,0.2,0.5,0.0,0.5,15997568
c,3,0.2,0.6,0.4,0.0,16135461
c,3,0.2,0.6,0.3,0.1,16165097
c,3,0.2,0.6,0.2,0.2,16165946
c,3,0.2,0.6,0.1,0.3,16152243
c,3,0.2,0.6,0.0,0.4,16136564
c,3,0.2,0.7,0.3,0.0,16228984
c,3,0.2,0.7,0.2,0.1,16258835
c,3,0.2,0.7,0.1,0.2,16257573
c,3,0.2,0.7,0.0,0.3,16248453
c,3,0.2,0.8,0.2,0.0,16292292
c,3,0.2,0.8,0.1,0.1,16326118
c,3,0.2,0.8,0.0,0.2,16324494
c,3,0.2,0.9,0.1,0.0,16355589
c,3,0.2,0.9,0.0,0.1,16386987
c,3,0.2,1.0,0.0,0.0,16393212
